,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
4785,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1937,145,C5,232 WEST 132ND STREET                    ,10027,11,0,11,1499,2250,1910,725000,2017-03-16
4786,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1937,148,C5,242 WEST 132 STREET                      ,10027,7,0,7,1682,2561,1910,530000,2017-03-23
4787,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1937,148,C5,242 WEST 132 STREET                      ,10027,7,0,7,1682,2561,1910,0,2017-03-22
4788,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1939,4,C7,2496 FREDRICK DOUGLASS BL                ,10039,16,2,18,4983,18680,1910,0,2017-04-27
4789,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1940,11,C5,257 WEST 134TH STREET                    ,10030,11,0,11,1499,2025,1910,0,2017-05-25
4790,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1940,12,C5,255 WEST 134TH STREET                    ,10030,11,0,11,1499,2025,1910,3350000,2017-05-25
4791,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1940,20,C3,229 WEST 134 STREET                      ,10030,4,0,4,1665,2496,1910,0,2017-05-22
4792,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1940,114,C5,245 WEST 134 STREET                      ,10030,11,0,11,1499,2025,1910,1339325,2017-05-19
4793,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1940,124,C5,215 WEST 134 STREET                      ,10030,7,0,7,1699,2550,1910,1365000,2016-10-11
4794,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1941,60,C1,268 WEST 136 STREET                      ,10030,8,0,8,1665,5084,1910,0,2017-05-12
4795,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1941,159,C3,266 WEST 136 STREET                      ,10030,4,0,4,1665,4290,1910,2100000,2017-05-03
4796,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,10,C2,255 WEST 136TH STREET                    ,10030,6,0,6,1599,2400,1910,1300000,2017-02-21
4797,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,15,C5,239 WEST 136 STREET                      ,10030,11,0,11,1699,2550,1910,0,2017-05-30
4798,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,15,C5,239 WEST 136TH STREET                    ,10030,11,0,11,1699,2550,1910,200000,2017-05-08
4799,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,15,C5,239 W 136                                ,10030,11,0,11,1699,2550,1910,62500,2017-02-14
4800,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,26,C3,207 WEST 136TH STREET                    ,10030,4,0,4,1699,4260,1910,1962500,2017-08-30
4801,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,55,C5,250 WEST 137 STREET                      ,10030,7,0,7,1799,3213,1910,2060000,2017-03-23
4802,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1942,158,C3,290 WEST 137TH                           ,10030,4,0,4,1549,3796,1983,3205500,2017-03-17
4803,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1943,14,C3,387 MANHATTAN AVENUE                     ,10026,4,0,4,900,2880,1901,2100000,2016-11-28
4804,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1949,59,C5,358 WEST 123 STREET                      ,10027,9,0,9,1615,2973,1900,1193000,2016-11-08
4805,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1953,25,C5,311 WEST 126 STREET                      ,10027,10,0,10,1700,2736,1910,1655000,2017-01-18
4806,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,1958,59,C4,422 ST NICHOLAS AVENUE                   ,10027,10,0,10,2765,11105,1932,4325000,2017-01-04
4807,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2007,54,C1,132 WEST 139 STREET                      ,10039,10,0,10,2598,9840,1910,0,2017-04-27
4808,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2007,55,C4,134 WEST 139 STREET                      ,10039,10,0,10,2598,9840,1910,0,2017-04-27
4809,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2007,58,C4,140 WEST 139 STREET                      ,10039,10,0,10,2598,9840,1910,0,2017-04-27
4810,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2025,7,C3,255 WEST 139 STREET                      ,10030,4,0,4,1898,4476,1926,0,2017-03-27
4811,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2025,17,C3,229 WEST 139 STREET                      ,10030,4,0,4,1815,3991,1920,0,2016-10-04
4812,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2025,20,C2,221 WEST 139 STREET                      ,10030,6,0,6,1815,4034,1920,1625000,2016-11-22
4813,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,5,C4,273 WEST 146 STREET                      ,10039,10,0,10,2498,9500,1920,0,2017-03-23
4814,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,5,C4,273 WEST 146 STREET                      ,10039,10,0,10,2498,9500,1920,0,2017-03-23
4815,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,6,C4,271 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4816,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,6,C4,271 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4817,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,7,C4,269 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4818,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,7,C4,269 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4819,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,8,C4,267 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4820,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,8,C4,267 WEST 146 STREET                      ,10039,20,0,20,2498,9500,1920,0,2017-03-23
4821,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,9,C4,265 WEST 146 STREET                      ,10039,19,0,19,2498,9500,1920,23000000,2017-03-23
4822,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,9,C4,265 WEST 146 STREET                      ,10039,19,0,19,2498,9500,1920,0,2017-03-23
4823,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,32,C7,2528 7TH AVENUE                          ,10039,9,1,10,1925,7360,1920,0,2017-06-21
4824,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2032,32,C7,2528 7TH AVENUE                          ,10039,9,1,10,1925,7360,1920,0,2017-06-01
4825,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2033,33,C7,2546-2548 7TH AVENUE                     ,10039,18,2,20,3983,14018,1920,7400000,2016-12-21
4826,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2033,34,C4,2550 ADAM C POWELL BLVD                  ,10039,15,0,15,4000,14000,1920,0,2017-04-27
4827,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2033,36,C7,2554 ADAM C POWELL BLVD                  ,10039,13,1,14,4000,18200,1920,0,2017-04-27
4828,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,32,C1,2566 ADAM C POWELL BLVD                  ,10039,16,0,16,4000,14650,1920,0,2017-04-27
4829,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,33,C4,2568 ADAM C POWELL BLVD                  ,10039,10,0,10,2500,9450,1910,0,2017-04-27
4830,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,36,C7,2574 ADAM C POWELL BLVD                  ,10039,9,1,10,2492,11000,1920,0,2017-04-27
4831,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,38,C4,202 WEST 149 STREET                      ,10039,10,0,10,2498,9500,1920,0,2017-04-27
4832,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,39,C4,204 WEST 149 STREET                      ,10039,10,0,10,2498,11226,1920,0,2017-04-27
4833,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,40,C4,206 WEST 149 STREET                      ,10039,10,0,10,2498,9500,1920,0,2017-04-27
4834,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,45,C1,216 WEST 149 STREET                      ,10039,18,0,18,3997,15444,1906,0,2017-04-27
4835,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2034,47,C1,220 WEST 149 STREET                      ,10039,25,0,25,3997,15444,1910,6700000,2016-12-21
4836,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2036,1,C7,295 WEST 150TH STREET                    ,10039,33,3,36,7727,30624,1920,10800000,2017-06-06
4837,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2040,4,C7,2918 FREDERICK DOUGLASS B                ,10039,7,3,10,2500,7700,1920,3650000,2017-09-18
4838,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2041,24,C5,304 WEST 138TH ST                        ,10030,5,0,5,1699,2598,1901,0,2017-06-15
4839,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2041,24,C5,304 WEST 138TH ST                        ,10030,5,0,5,1699,2598,1901,0,2017-06-15
4840,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2041,30,C3,76 EDGECOMBE AVENUE                      ,10030,4,0,4,1608,4611,1920,2495000,2016-11-29
4841,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2042,102,C2,106 EDGECOMBE AVENUE                     ,10030,6,0,6,1280,3590,1899,0,2017-01-17
4842,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2045,37,C4,304 WEST 147TH STREET                    ,10039,33,0,33,4000,14646,1910,7300000,2017-01-25
4843,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2045,37,C4,304 WEST 147TH STREET                    ,10039,33,0,33,4000,14646,1910,0,2017-01-25
4844,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2048,41,C7,622 ST NICHOLAS AVENUE                   ,10030,10,1,11,2183,9345,1910,0,2017-02-09
4845,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2048,43,C1,614 ST NICHOLAS AVENUE                   ,10030,20,0,20,3402,12995,1910,0,2017-02-09
4846,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2048,44,C1,610 ST NICHOLAS AVENUE                   ,10030,20,0,20,3420,12585,1910,0,2017-02-09
4847,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2050,49,C5,412 WEST 145 STREET                      ,10031,4,1,5,1599,3950,1910,2081235,2017-01-04
4848,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2050,102,C1,25 HAMILTON TERRACE                      ,10031,8,0,8,1326,4000,1910,0,2017-06-29
4849,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,11,C4,133 EDGECOMBE AVENUE                     ,10030,10,0,10,3031,9470,1910,0,2017-02-09
4850,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,12,C4,135 EDGECOMBE AVENUE                     ,10030,10,0,10,2950,9470,1910,0,2017-02-09
4851,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,13,C4,137 EDGECOMBE AVENUE                     ,10030,10,0,10,2875,10710,1910,0,2017-02-09
4852,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,14,C4,139 EDGECOMBE AVENUE                     ,10030,10,0,10,2779,10710,1910,0,2017-02-09
4853,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,55,C5,350 WEST 145 STREET                      ,10039,6,2,8,1680,2118,1910,1800000,2016-11-15
4854,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,75,C5,197 EDGECOMBE AVENUE                     ,10030,10,0,10,1667,2802,1901,1244026,2016-11-23
4855,1,HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2051,79,C5,189 EDGECOMBE AVENUE                     ,10030,8,0,8,1667,2502,1901,1600000,2017-03-08
4856,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1737,15,D3,45 WEST 139 STREET                       ,10037,256,0,256,66825,185318,1959,5020000,2016-11-07
4857,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1737,25,D3,30 WEST 141ST STREET                     ,10037,771,0,771,189025,555954,1959,5020000,2016-11-07
4858,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1737,25,D3,15 WEST 139TH STREET                     ,10037,771,0,771,189025,555954,1959,5020000,2016-11-07
4859,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1737,25,D3,2300 5 AVENUE                            ,10037,771,0,771,189025,555954,1959,5020000,2016-11-07
4860,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1737,59,D3,60 WEST 142 STREET                       ,10037,257,0,257,64675,185318,1959,5020000,2016-11-07
4861,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1950,41,D7,270 ST NICHOLAS AVENUE                   ,10027,77,1,78,16326,65706,1935,0,2017-09-11
4862,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1952,11,D7,351 WEST 125 STREET                      ,10027,38,6,44,9992,45945,1926,23000000,2017-06-15
4863,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,1958,1,D7,410 ST NICHOLAS AVENUE                   ,10027,311,4,315,65212,336334,1926,67500000,2016-12-15
4864,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2051,31,D1,656 ST. NICHOLAS AVENUE                  ,10030,30,0,30,5000,20640,1920,10000000,2017-08-02
4865,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2054,92,D1,48 ST NICHOLAS PLACE                     ,10031,41,0,41,9908,42924,1920,0,2017-07-07
4866,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2054,92,D1,48 ST NICHOLAS PLACE                     ,10031,41,0,41,9908,42924,1920,17000000,2017-05-30
4867,1,HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2054,92,D1,48 ST NICHOLAS PLACE                     ,10031,41,0,41,9908,42924,1920,0,2017-05-30
5333,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1720,31,S3,218 LENOX AVENUE                         ,10027,3,1,4,1680,4804,1909,3550000,2017-08-08
5334,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1753,35,S3,1886 PARK AVENUE                         ,10035,3,1,4,1383,3240,1910,0,2017-07-06
5335,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1753,36,S3,1888 PARK AVENUE                         ,10035,3,1,4,1383,3240,1910,0,2017-07-06
5336,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1831,62,S9,2142 FREDRICK DOUGLASS BL                ,10026,2,2,4,2546,5468,1900,3880000,2017-05-02
5337,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1917,34,S4,457 LENOX AVENUE                         ,10037,4,1,5,1024,2880,1920,0,2017-09-13
5338,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,1917,133,S4,455 LENOX AVENUE                         ,10037,4,1,5,1088,3060,1910,1800000,2017-09-13
5339,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2024,33,S9,2370 ADAM CLAYTON POWELL                 ,10030,2,2,4,1508,5320,1910,0,2017-04-24
5340,1,HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2024,34,S4,2372 ADAM CLAYTON POWELL                 ,10030,4,1,5,1243,4720,1910,0,2017-04-24
5404,1,HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,1774,20,O5,145 EAST 125 STREET                      ,10035,0,8,8,5995,35970,1900,27000000,2016-10-06
5405,1,HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,1774,56,O5,132 EAST 126 STREET                      ,10035,0,6,6,9091,58948,2008,0,2017-02-03
5406,1,HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,1831,61,O5,256 WEST 116 STREET                      ,10026,0,3,3,2125,10625,1910,0,2017-06-30
5407,1,HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,1831,61,O5,256 WEST 116 STREET                      ,10026,0,3,3,2125,10625,1910,6800000,2017-04-25
5408,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1750,1,K4,2023 5 AVENUE                            ,10035,0,10,10,16986,58000,1940,15453750,2017-02-15
5409,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1753,15,K4,2020 MADISON AVENUE                      ,10035,2,2,4,1394,3320,1900,2080000,2017-07-20
5410,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1774,17,K4,127 EAST 125 STREET                      ,10035,0,3,3,13891,43630,2001,0,2017-02-03
5411,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1930,49,K1,246 WEST 125 STREET                      ,10027,0,2,2,5046,6545,1972,17800000,2017-02-13
5412,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1930,50,K1,250 WEST 125TH                           ,10027,0,1,1,2523,2375,1960,0,2017-08-09
5413,1,HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,1940,60,K1,266 WEST 135 STREET                      ,10030,0,5,5,9992,9992,1930,8000000,2017-08-02
5414,1,HARLEM-CENTRAL           ,23  LOFT BUILDINGS                          ,1931,63,L8,2340 8 AVENUE                            ,10027,0,2,2,2500,9250,1910,0,2017-05-10
5419,1,HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,2013,44,G5,122-124 WEST 145 STREET                  ,10039,0,1,1,13875,322,1972,6750000,2016-12-22
5420,1,HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,2013,50,G4,150 WEST 145 STREET                      ,10039,0,1,1,18884,2344,1961,10100000,2017-02-10
5421,1,HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,2013,50,G4,150 WEST 145 STREET                      ,10039,0,1,1,18884,2344,1961,0,2017-02-10
5436,1,HARLEM-CENTRAL           ,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,1908,43,P2,122 WEST 124                             ,10027,0,1,1,3784,4976,1910,0,2017-06-21
5438,1,HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,1600,30,M1,11 WEST 116 STREET                       ,10026,0,1,1,6156,11121,1915,6814720,2017-06-01
5439,1,HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,1600,30,M1,11 WEST 116 STREET                       ,10026,0,1,1,6156,11121,1915,6414359,2017-04-26
5440,1,HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,1721,132,M9,32-34 WEST 123RD STREET                  ,10027,0,1,1,3088,10018,1909,665000,2017-01-26
5441,1,HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,1724,49,M1,26 WEST 127 STREET                       ,10027,0,1,1,2498,2115,1920,1000000,2017-07-03
